FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QA_QC
2363, ,G0100, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - MEADVILLE,800,742-5877,11329 BACO RD, ,MEADVILLE,PA,16335,4707,CRAWFORD,42039, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 107681802,TGS,-80.21808,41.62109,NAVTEQ,2006Q2,BLOCKFACE, , 
2364, ,A0006, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ALLENTOWN, PENNSYLVANIA",610,395-8300,1940 STATE RT 309, ,ALLENTOWN,PA,18104, ,LEHIGH,42077, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 110460911,TGS,-75.57392,40.6132,NAVTEQ,2006Q2,BLOCKFACE, , 
2365, ,H0111, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - GREENVILLE,864,877-0398,775 BERRY SHOALS ROAD, ,DUNCAN,SC,29334,9440,SPARTANBURG,45083,SOUTH SIDE OF BERRY SHOALS ROAD BETWEEN DODSON ROAD AND DUNCAN-REIDVILLE ROAD, , , ,2006/09/20 00:00:00+00,PHONE,2006/09/20 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  33710291,TGS,-82.12675,34.88084,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2366, ,D0077, ,POINT,UNCLASSIFIED,FEDEX - SARASOTA, , ,2033 CANTU COURT, ,SARASOTA,FL,34232,6239,SARASOTA,12115, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23175800,TGS,-82.44886,27.31752,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2367, ,G0179, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - VIRGINIA BEACH,800,742-5877,1390 AIR RAIL AVENUE, ,VIRGINIA BEACH,VA,23455,3318,VIRGINIA BEACH CITY,51810, , , , ,2006/09/21 00:00:00+00,WEB,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  25236196,TGS,-76.19025,36.89209,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2368, ,H0267, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - SYRACUSE,315,463-7500,6990 NORTHERN BOULEVARD, ,EAST SYRACUSE,NY,13057,9727,ONONDAGA,36067,"LOCATED ON THE EAST SIDE OF NORTHERN BOULEVARD, 0.49 MILES SOUTH OF THE INTERSECTION OF NORTHERN BOULEVARD AND EAST TAFT ROAD.", , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  90639589,TGS,-76.07783,43.12119,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2369, ,E0276, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED- DETROIT TERMINAL,313,792-0400,22701 VAN BORN ROAD, ,TAYLOR,MI,48180,1310,WAYNE,26163,LOCATED ON THE S SIDE OF THE T-INTERSECTION OF VAN BORN RD AND PARDEE AVE., , , ,2006/09/11 00:00:00+00,PHONE,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  19681228,TGS,-83.25713,42.26798,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2370, ,E0046, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - YOUNGSTOWN TERMINAL,330,759-6391,3020 GALE DRIVE, ,HUBBARD,OH,44425,1011,TRUMBULL,39155,"LOCATED ON THE NORTHWEST SIDE OF GALE AVENUE, .19 MILES NORTHEAST OF STATE HIGHWAY 304", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 107359761,TGS,-80.61143,41.16171,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2371, ,A0083, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ERIE, PENNSYLVANIA",814,455-4401,1815 E 12TH ST, ,ERIE,PA,16511,1725,ERIE,42049, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 107540402,TGS,-80.04106,42.13741,NAVTEQ,2006Q2,BLOCKFACE, , 
2372, ,G0373, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WASHINGTON,800,742-5877,2055 N MAIN ST, ,WASHINGTON,PA,15301,6155,WASHINGTON,42125, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  32646027,TGS,-80.26003,40.20445,NAVTEQ,2006Q2,BLOCKFACE, , 
2373, ,F0F13, ,POINT,UNCLASSIFIED,SCHNEIDER NATIONAL INCORPORATED - CHARLOTTE,704,596-8707,2420 STARITA ROAD, ,CHARLOTTE,NC,28269,4429,MECKLENBURG,37119,NORTH SIDE OF STARITA ROAD BETWEEN HIGHLAND AVENUE AND ROTARY DRIVE, , , ,2006/09/22 00:00:00+00,PHONE,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  28216181,TGS,-80.82636,35.27844,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2374, ,A0060, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - COLUMBUS, OHIO",614,294-3537,1720 JOYCE AVE, ,COLUMBUS,OH,43219,1026,FRANKLIN,39049, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 127039636,TGS,-82.96447,40.00193,NAVTEQ,2006Q2,BLOCKFACE, , 
2375, ,G0126, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WEST CHESTER,800,742-5877,1200 WARD AVE, ,WEST CHESTER,PA,19380,4258,CHESTER,42029, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18781756,TGS,-75.57817,39.98881,NAVTEQ,2006Q2,BLOCKFACE, , 
2376, ,A0106, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - HAGERSTOWN, MARYLAND (HGR/198)",301,714-4907,16125 BUSINESS PARKWAY, ,HAGERSTOWN,MD,21740,4208,WASHINGTON,24043,LOCATED ON THE S SIDE OF BUSINESS PKWY ABOUT .35 MILES W OF THE GREENCASTLE PIKE AND BUSINESS PKWY T-INTERSECTION., , , ,2006/09/25 00:00:00+00,PHONE,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  99145779,TGS,-77.81354,39.63672,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2377, ,G0849, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BROOKSVILLE,800,742-5877,7230 SOUTH BROAD STREET, ,BROOKSVILLE,FL,34601,5591,HERNANDO,12053, , , , ,2006/09/12 00:00:00+00,WEB,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105822990,TGS,-82.40543,28.5342,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2378, ,A0264, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - VINCENTOWN,NEW JERSEY",609,859-9275,153 RED LION RD., ,SOUTHAMPTON,NJ,08088,8830,BURLINGTON,34005, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  98037636,TGS,-74.74207,39.89957,NAVTEQ,2006Q2,BLOCKFACE, , 
2379, ,A0203, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - READING, PENNSYLVANIA",610,736-3299,1515 N FRONT ST, ,READING,PA,19601,1423,BERKS,42011, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  90868086,TGS,-75.93464,40.3584,NAVTEQ,2006Q2,BLOCKFACE, , 
2380, ,A0287, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ZANESVILLE, OHIO",614,294-3537,1510 AUGUSTA STREET, ,ZANESVILLE,OH,43701,4156,MUSKINGUM,39119,LOCATED ON THE SOUTHWEST SIDE OF BRIGHTON BOULEVARD ON THE SOUTHWEST SIDE OF THE T INTERSECTION OF BRIGHTON BOULEVARD AND AUGUSTA STREET., , , ,2006/09/22 00:00:00+00,PHONE,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 106717908,TGS,-82.02451,39.94025,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2381, ,D0002, ,POINT,UNCLASSIFIED,FEDEX - PITTSTON, , ,1000 SATHERS DR, ,PITTSTON,PA,18640,9572,LUZERNE,42079, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 115882637,TGS,-75.72341,41.31488,NAVTEQ,2006Q2,BLOCKFACE, , 
2382, ,D0619, ,POINT,UNCLASSIFIED,FEDEX-RALEIGH,800,463-3339,1220 INTERNATIONAL DRIVE, ,MORRISVILLE,NC,27560, ,WAKE,37183, , , , ,2006/09/25 00:00:00+00,WEB,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125487733,TGS,-78.77555,35.88962,NAVTEQ,2006Q2,BLOCKFACE, ,TGS
2383, ,D0186, ,POINT,UNCLASSIFIED,FEDEX - PITTSBURGH,800,463-3339,600 VISTA PARK DRIVE, ,PITTSBURGH,PA,15205,1212,ALLEGHENY,42003, , , , ,2006/09/25 00:00:00+00,WEB,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23576025,TGS,-80.13503,40.43381,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2384, ,G0334, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - DETROIT,800,742-5877,19951 HOOVER ST, ,DETROIT,MI,48205,1641,WAYNE,26163, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  19534571,TGS,-83.00537,42.4426,NAVTEQ,2006Q2,BLOCKFACE, , 
2385, ,H0094, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - FORT MYERS,239,337-3500,2635 ROCKFILL ROAD, ,FORT MYERS,FL,33916,4848,LEE,12071,EAST SIDE OF ROCKFILL ROAD BETWEEN MAYFLOWER ROAD AND CANAL STREET, , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23115417,TGS,-81.82936,26.62987,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2386, ,G0082, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CLAWSON,800,742-5877,1100 CROOKS ROAD, ,CLAWSON,MI,48017,1046,OAKLAND,26125, , , , ,2006/09/12 00:00:00+00,WEB,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  27672431,TGS,-83.16581,42.54218,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2387, ,G0355, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BECKLEY,800,742-5877,201 GEORGE ST, ,BECKLEY,WV,25801,2609,RALEIGH,54081, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 126690506,TGS,-81.22087,37.79316,NAVTEQ,2006Q2,BLOCKFACE, , 
2388, ,G0182, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CORTLAND,800,742-5877,14 NORTH FRANKLIN STREET, ,CORTLAND,NY,13045,2304,CORTLAND,36023, , , , ,2006/09/13 00:00:00+00,WEB,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 107484422,TGS,-76.16473,42.60312,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2389, ,G0709, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SECAUCUS,800,742-5877,493 COUNTY AVE, ,SECAUCUS,NJ,07094,2605,HUDSON,34017, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21840054,TGS,-74.05986,40.77862,NAVTEQ,2006Q2,BLOCKFACE, , 
2390, ,G0787, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CASS CITY,800,742-5877,6254 DIVISION STREET, ,CASS CITY,MI,48726,9384,TUSCOLA,26157, , , , ,2006/09/12 00:00:00+00,WEB,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 115630425,TGS,-83.18018,43.59052,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2391, ,H0245, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - SCRANTON,570,655-9228,35 TARIFF ROAD, ,PITTSTON,PA,18640,9546,LUZERNE,42079,SOUTH SIDE OF TARIFF ROAD APPROXIMATELY .05 MILES WEST FROM THE INTERSECTION OF TARIFF ROAD AND FREEPORT ROAD, , , ,2006/09/20 00:00:00+00,PHONE,2006/09/20 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 115878412,TGS,-75.72043,41.32431,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2392, ,G0195, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SPARKS,410,472-9500,14402 YORK RD, ,SPARKS,MD,21152,9340,BALTIMORE,24005, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24742420,TGS,-76.64368,39.52056,NAVTEQ,2006Q2,BLOCKFACE, , 
2393, ,G0147, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WILKESBORO,800,742-5877,1263 SCHOOL ST, ,WILKESBORO,NC,28697,2624,WILKES,37193, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 102916392,TGS,-81.17624,36.13433,NAVTEQ,2006Q2,BLOCKFACE, , 
2394, ,G0648, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SPARTANBURG,800,742-5877,4000 HOWARD ST, ,SPARTANBURG,SC,29303,2075,SPARTANBURG,45083, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  33714714,TGS,-81.96868,34.97531,NAVTEQ,2006Q2,BLOCKFACE, , 
2395, ,G0592, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WILLIAMSPORT,800,742-5877,3330 WAHOO DR, ,WILLIAMSPORT,PA,17701,9204,LYCOMING,42081, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 123378840,TGS,-77.07697,41.23363,NAVTEQ,2006Q2,BLOCKFACE, , 
2396, ,A0170, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - NORFOLK, VIRGINA",757,485-3284,1310 CAVALIER BLVD, ,CHESAPEAKE,VA,23323,1500,CHESAPEAKE CITY,51550, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  25213361,TGS,-76.36455,36.78388,NAVTEQ,2006Q2,BLOCKFACE, , 
2397, ,G1030, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - PORT RICHEY,800,742-5877,6834 INDUSTRIAL AVE, ,PORT RICHEY,FL,34668,6882,PASCO,12101, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  41821900,TGS,-82.70179,28.27817,NAVTEQ,2006Q2,BLOCKFACE, , 
2398, ,A0285, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - WYTHEVILLE, VIRGINIA",276,228-5426,131 QUEENS KNOB,SUITE A,WYTHEVILLE,VA,24382,4659,WYTHE,51197, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 101865916,TGS,-81.11137,37.0004,NAVTEQ,2006Q2,BLOCKFACE, , 
2399, ,H0203, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - PINE BROOK,973,808-7200,34 CHAPIN ROAD, ,PINE BROOK,NJ,07058,9718,MORRIS,34027,LOCATED ON THE NORTHEAST SIDE OF CHAPIN ROAD BETWEEN RIVERSIDE DRIVE AND THE SOUTHERN MOST INTERSECTION OF RACHEL TERRACE AND CHAPIN ROAD., , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  31127936,TGS,-74.33399,40.85532,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2400, ,D0556, ,POINT,UNCLASSIFIED,FEDEX - STATEN ISLAND,800,463-3339,2400 RICHMOND TERRACE, ,STATEN ISLAND,NY,10302,1141,RICHMOND,36085, , , , ,2006/09/18 00:00:00+00,WEB,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21452804,TGS,-74.14127,40.6388,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2401, ,G0523, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - AUGUSTA,800,742-5877,2921 MIXON CT, ,AUGUSTA,GA,30904,5541,RICHMOND,13245, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105304188,TGS,-82.03656,33.45189,NAVTEQ,2006Q2,BLOCKFACE, , 
2402, ,G0248, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WILMINGTON,800,742-5877,1620 N 23RD ST, ,WILMINGTON,NC,28405,1818,NEW HANOVER,37129, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125326113,TGS,-77.91948,34.25568,NAVTEQ,2006Q2,BLOCKFACE, , 
2403, ,G0518, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GREENVILLE,800,742-5877,291 FAIRFOREST WAY, ,GREENVILLE,SC,29607,4610,GREENVILLE,45045, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  33712706,TGS,-82.34567,34.79967,NAVTEQ,2006Q2,BLOCKFACE, , 
2404, ,G0331, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WINSTON SALEM,800,742-5877,199 PARK PLAZA DR, ,WINSTON SALEM,NC,27105,2650,FORSYTH,37067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17044437,TGS,-80.24363,36.15627,NAVTEQ,2006Q2,BLOCKFACE, , 
2405, ,G0169, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - STATEN ISLAND,800,742-5877,1331 TRAVIS AVE, ,STATEN ISLAND,NY,10314,3401,RICHMOND,36085, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21603239,TGS,-74.18184,40.60179,NAVTEQ,2006Q2,BLOCKFACE, , 
2406, ,E0057, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - PITTSBURGH TERMINAL,412,331-3203,1243 THOMPSON AVENUE, ,MCKEES ROCKS,PA,15136,3816,ALLEGHENY,42003,"LOCATED ON THE SOUTH SIDE OF THOMPSON AVENUE, .26 MILES WEST OF SAINT JOHN STREET.", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23576542,TGS,-80.07088,40.46298,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
